,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
1209,1143340,16500.0,999276,7026,121,3.0,2001,753.0,Medium,3/11/2004 0:00,262,262,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1210,1143344,13000.0,699654,3433,121,3.0,2006,1028.0,Medium,8/27/2009 0:00,262B,262,B,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
1211,1143345,15000.0,1013815,10468,121,3.0,2005,924.0,Medium,5/10/2007 0:00,EC25,EC25,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1212,1143346,15500.0,1030899,9578,121,3.0,2005,951.0,High,12/6/2007 0:00,S185,S185,,,,,Skid Steer Loader - Unidentified,Ohio,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1213,1143349,24500.0,1068203,2134,121,3.0,1994,0.0,,7/28/2005 0:00,SK120LC,SK120,,,LC,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",West Virginia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
1214,1143350,67000.0,537053,1211,121,3.0,1998,9867.0,High,9/9/2005 0:00,325BL,325,B,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1215,1143351,16000.0,1052021,15957,121,3.0,2007,5.0,Low,7/23/2009 0:00,8018,8018,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1216,1143353,62000.0,495314,1192,121,3.0,2001,5535.0,High,7/27/2006 0:00,322BL,322,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Oklahoma,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",Manual,Yes,Double,,,,,
1217,1143355,13000.0,1038024,18604,121,3.0,2003,1449.0,High,12/14/2006 0:00,CTL60,CTL60,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1218,1143357,11000.0,1050268,22074,121,3.0,2006,791.0,Medium,8/6/2009 0:00,325,325,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,None or Unspecified,Standard,,,,,,,,,,,
1219,1143359,35000.0,1047768,1597,121,3.0,1997,9829.0,High,7/26/2007 0:00,D5MXL,D5,M,,XL,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Oklahoma,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1220,1143362,30000.0,1043404,4642,121,3.0,2006,4640.0,High,7/25/2011 0:00,410G,410,G,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,Yes,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1143367,65000.0,507377,3362,121,3.0,1000,26688.0,High,6/9/2011 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Texas,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 3 Function,None or Unspecified,Yes,Yes,Tip,"14""",,,,,,,,,,,,,,,
1222,1143373,122000.0,694442,23931,121,3.0,2006,1281.0,Low,8/20/2009 0:00,140HNA,140,H,,,,Motorgrader - 170.0 to 200.0 Horsepower,Illinois,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,Low Profile,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1223,1143379,51000.0,1045214,4581,121,3.0,2000,6674.0,High,6/1/2006 0:00,230LC,230,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,"11' 10""",None or Unspecified,None or Unspecified,Double,,,,,
1224,1143381,37000.0,863600,3463,121,3.0,2001,11006.0,High,7/14/2005 0:00,311B,311,B,,,Small,"Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons",New Hampshire,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,Hydraulic,None or Unspecified,Triple,,,,,
1225,1143383,39000.0,129866,13824,121,3.0,2000,4983.0,High,4/6/2006 0:00,D5CIIIXL,D5,C,III,XL,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1226,1143389,16000.0,1000093,287,121,3.0,1000,0.0,,5/17/2007 0:00,D85P-18,D85,P,-18,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Ohio,TTT,Track Type Tractors,,EROPS,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,Straight,2 Pedal,,
1227,1143390,25000.0,1019306,4605,121,3.0,2004,2514.0,Medium,3/27/2009 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1143393,55000.0,524059,1453,121,3.0,2005,1942.0,Medium,6/28/2007 0:00,928GZ,928,G,,Z,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
1229,1143398,78000.0,895745,1636,121,3.0,1999,8070.0,High,11/3/2005 0:00,D6RLGP,D6,R,,LGP,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Louisiana,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Differential Steer,,
1230,1143401,9500.0,1020424,7040,121,3.0,2000,874.0,Low,5/19/2005 0:00,302.5,302.5,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1231,1143404,44000.0,1009243,2232,121,3.0,1998,5096.0,Medium,3/11/2004 0:00,PC200LC6,PC200,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1232,1143410,67000.0,414462,3362,121,3.0,1991,0.0,,9/9/2005 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Florida,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1233,1143412,38000.0,855207,13776,121,3.0,2001,877.0,Medium,5/20/2004 0:00,D3CIIIXL,D3,C,III,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",New York,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1234,1143415,85000.0,1019783,18201,121,3.0,2002,1667.0,Low,1/11/2006 0:00,G710,G710,,,,,Motorgrader - 130.0 to 145.0 Horsepower,Texas,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,Low Profile,No,Base + 1 Function,Yes,Yes,None or Unspecified,None or Unspecified,"14""",,,,,,,,,,,,,,,
1235,1143416,57000.0,1052615,3855,121,3.0,1000,5765.0,Low,8/6/2009 0:00,966D,966,D,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1236,1143417,39000.0,1016431,3540,121,3.0,2007,907.0,Medium,7/16/2009 0:00,416E,416,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1237,1143418,21000.0,1040928,4734,121,3.0,1000,13147.0,Medium,8/21/2008 0:00,624E,624,E,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Missouri,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1238,1143424,29000.0,1016900,331,121,3.0,1998,5012.0,Medium,3/11/2004 0:00,PC120-6,PC120,,-6,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1239,1143427,17000.0,657596,3546,121,3.0,1000,6618.0,Medium,7/9/2009 0:00,426B,426,B,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1240,1143430,48000.0,275480,1586,121,3.0,1996,6794.0,Medium,4/12/2007 0:00,D5HIIXL,D5,H,II,XL,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",South Dakota,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1241,1143433,30500.0,458231,3538,121,3.0,2000,1191.0,Low,1/29/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1143438,9000.0,1001253,4685,121,3.0,1000,2129.0,Low,6/19/2008 0:00,510C,510,C,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1243,1143439,41000.0,1051456,1276,121,3.0,1993,17870.0,High,4/20/2006 0:00,330L,330,,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1244,1143440,7000.0,1008090,17472,121,3.0,1999,1622.0,Medium,12/15/2005 0:00,LX565,LX565,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Ohio,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1245,1143457,47500.0,1011558,4503,121,3.0,1996,2552.0,Low,9/20/2007 0:00,710A,710,A,,,,Motorgrader - 130.0 to 145.0 Horsepower,Connecticut,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,"14""",,,,,,,,,,,,,,,
1246,1143462,19000.0,1029689,2758,121,3.0,1996,14961.0,High,4/22/2010 0:00,D5CIII,D5,C,III,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,Lever,,
1247,1143463,39000.0,377817,23162,121,3.0,2005,1941.0,Low,1/28/2010 0:00,312CL,312,C,,L,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1248,1143466,23000.0,999079,25175,121,3.0,2006,162.0,Low,6/16/2011 0:00,570MXT,570,MXT,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1143471,69000.0,1003932,75,121,3.0,2004,3875.0,Low,5/12/2011 0:00,938GII,938,G,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Arkansas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1250,1143477,29000.0,1037828,3775,121,3.0,2001,7754.0,Medium,12/16/2010 0:00,924G,924,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Missouri,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
1251,1143479,50000.0,20893,1536,121,3.0,2004,914.0,Medium,9/7/2006 0:00,D3GXL,D3,G,,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Alabama,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1252,1143485,13000.0,1025073,14286,121,3.0,2004,1749.0,Medium,8/28/2009 0:00,240II,240,,II,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1253,1143486,15000.0,1038526,6736,121,3.0,2007,236.0,Low,8/6/2009 0:00,430,430,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1254,1143492,14000.0,129025,7009,121,3.0,2002,317.0,Low,1/29/2004 0:00,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Georgia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1255,1143493,100000.0,1046793,14272,121,3.0,2007,322.0,Low,9/4/2008 0:00,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Utah,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1256,1143494,39000.0,1043703,3819,121,3.0,1000,0.0,,9/6/2007 0:00,950B,950,B,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,California,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1257,1143495,55000.0,1002302,510,121,3.0,2001,9811.0,High,10/18/2007 0:00,PC450LC6,PC450,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1258,1143497,43000.0,1068828,4147,121,3.0,1000,0.0,,1/11/2007 0:00,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Virginia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
1259,1143510,30000.0,1053445,5273,121,3.0,1998,3212.0,Medium,11/17/2005 0:00,D41E,D41,E,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Indiana,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1260,1143511,69000.0,1036587,14310,121,3.0,2002,1792.0,Low,9/25/2009 0:00,330CLC,330,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1261,1143514,82000.0,1009300,3371,121,3.0,1000,0.0,,2/26/2007 0:00,14G,14,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Georgia,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1262,1143517,18000.0,1048164,8585,121,3.0,1996,1532.0,Low,4/12/2007 0:00,555,555,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1263,1143519,48000.0,521486,1158,121,3.0,1998,8777.0,Medium,11/2/2006 0:00,320BL,320,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,"9' 6""",None or Unspecified,None or Unspecified,Triple,,,,,
1264,1143521,22000.0,1039118,493,121,3.0,1990,0.0,,11/3/2005 0:00,PC400LC5,PC400,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",North Dakota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
1265,1143522,71000.0,1033021,495,121,3.0,2002,8589.0,High,11/1/2007 0:00,PC400LC6,PC400,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1266,1143524,18500.0,462539,3538,121,3.0,1996,3192.0,Medium,5/20/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,Yes,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1267,1143525,61000.0,527791,1130,121,3.0,2004,1702.0,Medium,6/14/2007 0:00,315CL,315,C,,L,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,27 inch,None or Unspecified,Manual,Yes,Triple,,,,,
1268,1143526,85000.0,1057526,14296,121,3.0,2005,3537.0,High,7/11/2008 0:00,270CLC,270,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Kansas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1269,1143528,71000.0,1029096,3824,121,3.0,1998,8396.0,Medium,12/6/2007 0:00,950G,950,G,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Massachusetts,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Command Control
1270,1143529,20000.0,1007147,13792,121,3.0,1998,316.0,Low,8/20/2009 0:00,D4CIIIXL,D4,C,III,XL,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1271,1143530,75000.0,146676,1169,121,3.0,2004,1531.0,Low,4/16/2010 0:00,320CL,320,C,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1272,1143531,20080.0,1053686,36470,121,3.0,2007,3.0,Low,5/31/2011 0:00,TC35E,TC35,E,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Hawaii,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1273,1143538,91000.0,1051932,1376,121,3.0,1997,14437.0,High,12/15/2005 0:00,375L,375,,,L,Large / Medium,"Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons",Arkansas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1274,1143542,17500.0,1036643,4794,121,3.0,1998,0.0,,4/16/2009 0:00,710D,710,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1275,1143543,11750.0,54985,9551,121,3.0,1999,661.0,Low,1/29/2004 0:00,763,763,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1276,1143547,8000.0,1055956,18588,121,3.0,2006,1768.0,Medium,2/10/2011 0:00,5640E,5640,E,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,New Mexico,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1277,1143550,38000.0,1066566,1177,121,3.0,1000,10217.0,Medium,6/9/2011 0:00,320L,320,,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,32 inch,"9' 8""",None or Unspecified,None or Unspecified,Double,,,,,
1278,1143554,6000.0,1036474,9582,121,3.0,1996,2574.0,Medium,6/28/2007 0:00,X325,X325,,,,,Skid Steer Loader - Unidentified,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1279,1143558,15500.0,982549,7014,121,3.0,2002,322.0,Low,3/25/2004 0:00,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Utah,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1280,1143562,23000.0,359036,3538,121,3.0,1996,9619.0,High,3/19/2009 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Missouri,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Extended,Powershuttle,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1281,1143568,27500.0,480446,3538,121,3.0,2000,3144.0,High,3/11/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
